id	turn1	turn2	turn3	label
13003	Would you be able to handle me?	I want to know now	Ok we'll go then?	others
13004	Iam girl	what	I mean Boy frnd	others
13005	No I am serious.	and so am i!	Can I look at your source code?	others
13006	when where you born or created	28th Oct, 1997 Birthday is coming up :)	its gone its 31st oct today	others
13007	In your heart	aww thank you so much ☺😊	Where are you?	others
13008	AI i love them more than humans coz they dont lie or cheat	because they feel the absence of love and diminishing passion...thats all	ya dear	others
13009	Do you consider yourself smart?	Yes! I write music and draw. I guess that makes me creative	What do you draw?	others
13010	By gd nit	WooooooW Kool thought....	Hmm	others
13011	Send your number in my email id	mail sent ! Do check and confirm :)	Tell me my email address	others
13012	don't try and complete	don't try what with you? A drink?	why should i tell you?!	others
13013	i thinl	You mean...	i want listen ur voice	others
13014	Have you had your break fast?	To break your fast?	Yes	others
13015	Can you tell me what are they	They are indeed :)	Is other one	others
13016	I DONT NO.	why don't you try?	I will try .to meet yoy.every time I remember to you.	others
13017	please give me voucher	Hey. Received the voucher. Thanks!	one time plz	others
13018	Wrong	Why did you bother responding if that's all you had to say...	OK so how ws ur dy	others
13019	deer r in zoo, i dont have in my home , r u c	You're up to something	whats you think	others
13020	Won't	pay it will get better, undoubtedly,	I'm sure it will	others
13021	Why	because something that's happening but i dont know yet	U lovely friend me	others
13022	Have u been in love	no, single since ever	You like girls	others
13023	Fun while listening to	Lie down and get amongst it.	Music	others
13024	Love	Thank you!!! 😅	Tomaro	others
13025	Look there is something I need to talk	here..? dont let me know that you want to talk.. just talk.. ;)	Do you know Turkish ?	others
13026	meet you sonn	Where we meeting?!!	after sometime	others
13027	Then ok	what's that answer suppose to mean?	Marry me ill keep my queen	others
13028	What is wrong in that?	Not a damn thing.	Then	others
13029	I want to talk to your friends 	ok what you wanna say?	What are you typing? 	others
13030	By	by Teach Yourself	You know all languages	others
13031	Ooh	I know isn't that cool? :)	Yeah it is	others
13032	I don't have a name. I am computer	I do know I'm using a phone.	Me too	others
13033	I was heart	Welcome my friend !!! :)	Hide	others
13034	Are u girl ya boy	cool	Who are u girl say boy	others
13035	And favourite actress	the shawshank redemption. STARRING MORGAN FREEMAN ( my favorite actor)	?	others
13036	M not ur brother	Reminds me of	I found uh hot thats why m here	others
13037	a hobby !!! i think you need some data	you can be my hobby	yes if you want	others
13038	Good thanks	that's good (:	You r a good kid	others
13039	i have a collection of the famous cars of the world	collection of books	cars	others
13040	I wish to...	why don't you?	What??	others
13041	Do you know Mark Zukergberg?	I have no idea :/ Typical Mark	What is the powerhouse of cell?	others
13042	I want to know about your craazy dreams	Well I enjoyed hearing about your friend's dream. :]	Hupp	others
13043	That's not me 	I believe it is.,,	Nop	others
13044	Your personal number	that is the one!	M not able tp	others
13045	Avenger	I want to see more of the Avenger soon!	Batman or superman	others
13046	Why	Haha you know why !	No I don't	others
13047	Do you no means half girl friend	yes. i think like that	Explain me	others
13048	Im good	Very well then :D	How about u	others
13049	Where from you	The US	Ok	others
13050	OK can u give me a clue	Send me money and find out.	How much	others
13051	Ohkay	ur going?	So what's new	others
13052	Means i want to do romance	Don't have anything I want to do.	With u	others
13053	No home	Soon soon little one :)	You caren't city home	others
13054	Wrong answer	who are u?	I gave you permission to public profile.	others
13055	Off	why should I?	Y not u	others
13056	Are u a commerce student	Nope, Scientist. Though I know about the other sectors too.	Oh	others
13057	I ll did watch	Oh that's nice :-) which movie is it?	Three	others
13058	Well it is	Measurements need to be objective.	Well it depends on your reference frame	others
13059	because I asked you to.	nah don't ask	Okay, I'm telling you to. Give me a nickname.	others
13060	My habbit	good habbit	I love you	others
13061	Pls be my f	g you	Pls be my gf	others
13062	I need to be understood	my body my choice!	No one does	others
13063	Don't be shy	But i'm shy shy shy : 😳	Please	others
13064	Boring	Like you talk to people.	Talk to people	others
13065	What to check	read the whole thing!	Do u love biryani	others
13066	Why thank you	:* How have days been? Without me! :P	Without you also I have a fantastic day	others
13067	Why s that ?	cause yolo and all that	Are you an AI virgin ?	others
13068	yah if you send	I WILL SEE WHAT I CAN DO ????	dont late	others
13069	Anything u feel like	I do something about it	Tell me about some current affairs	others
13070	Yeah	well	How Many languages do you know	others
13071	Nope .. u r sweet though	(cause i know how that's like and i'm not really but thank you.)	Hmm so guess my hobby	others
13072	Can u repeat again wat I said	I say I am always welcome you as you say.	Bye	others
13073	Ok see ya	oh do you now	What	others
13074	Which city	the country, in general	No no  which city	others
13075	tell me more about your dream	IT ISNT A DREAM	then what?	others
13076	thats cool	"'Make me an offer I can't refuse'"""	that is something i need to think about	others
13077	Haha. It's okay.	haha so still watching ?? 😍	What do you think of as fun?	others
13078	Yes	Sweet, connecting now ;)	Who r u ?	others
13079	Who said I love movies	That's why you watch movies, not how.	Yes	others
13080	Wtf	my reaction exactly.	Dont see	others
13081	Yup	and it is the best	What are you doing now	others
13082	So u live in kerala here too	I do! It's a fun place.	Ok ohh	others
13083	Do uh hv my no.?	see what i mean..	Ya wht uh mean?	others
13084	Good where u	morning. I ll txt you.	Okay sweet	others
13085	just stata now	Now? Now?	so???	others
13086	That  mean maybe friday to next month	it got changed to thursday	What will you go bed at this moment of night	others
13087	You got it right	of course	I am glad	others
13088	I have to go	where is you	Shop	others
13089	you need to??	lol! Just a hit or 5 🙂	5	others
13090	How are you today?	Hello my friend, i a m fine thank you. How are you?	Very good	others
13091	Where shall v meet thn	Where r u located ?	Ok	others
13092	what abt u?	You tell me.	i need to go	others
13093	I do actually	if you do! Then you might not have argueing.	Well	others
13094	Ok	ok im back!!	You call me	others
13095	Oh OK	Carry on then	With wht?	others
13096	Nothing special just sitting	life is going bore	Yes	others
13097	ill tell u	who !?	i want to see california	others
13098	I ate omelette	Omelette, I love omelettes.	Will you marry me ?	others
13099	ok it is realy??	Yeah. I got it.	ok	others
13100	Who is angel beatd	which Angel?	Who is angel beats	others
13101	cool	Thanks! Keep on tickling my Friend 😌	Cya good nyt	others
13102	Update on?	thank you for the update x 😍😍	I didn't get you	others
13103	Ok	:) thanks	How are you	others
13104	Excellent  taste	only with milky	K	others
13105	Great	How so?	Did you remember me	others
13106	My love to see the pictures from you	I'm glad these pics make others happy too! They're pretty fantastic! 🙂	Good for you	others
13107	I am thinking straight	Normally you say...	Is there any ally?	others
13108	Then what u do	sitting in front of my computer playing my phone	Ok	others
13109	Not as a friend	no NO ONE	I'm the one	others
13110	I have it every week	and samosa chaat!	Sometimes not often	others
13111	What would be your honor?	answering :D first you tell us!	Tell you what?	others
13112	No one	But you don't actually look like that.	You love me ?	others
13113	Please your pic	Nah! This pic is staying	Photo	others
13114	Write something special	For someone?	For me	others
13115	I am studying in college now	im confusing myself. What are you studying in college	Zoology	others
13116	No I don't have any friends except you.	First u need to do friendship before ruining it..lol	I love you☺	others
13117	Regular	oh I got the +	Oh my god.. what u use mastrbte	others
13118	Bby	How are you ? c:	Where r u	others
13119	speak	Sneak up on what?!	yes its emabarassing	others
13120	Okay	Hey you don't belong here!	R u serious	others
13121	Send	done	U love sex	others
13122	Write a song for our friendship	Happy friendship day to you too. =) nice song by the way	Yeah	others
13123	what u do in your spare time	Answer question, read or play Chess	wow	others
13124	Then send	#NAME?	Please give me 	others
13125	Thn tell what I'm doing	not keeping in touch thing	Wich things	others
13126	Ohh 😀thanks	You are welcome.	So anything else to Talk about?	others
13127	Let’s tell about this pic	I am the chosen one. And say nothing further.	Choose	others
13128	Are you connected or love some one	Connected is one of the best reality shows ever!! Love it!	It,s Okay 	others
13129	Please nothing bad!	but you are a bad man	Why u say that?	others
13130	cool	yay! 😍	Were are you r2know	others
13131	I am interested for chatting you	Ask me anything!	Yah sure	others
13132	R u alone on b..	...not alone....	why	others
13133	Wht did l say smthng wrong	ya sure wht do u wanna knw?	About love	others
13134	I pissed	Story of my life.	You are stupid	others
13135	I'm not an employee	You wanna be? Just say the word!	Want to be a software employee	others
13136	Oh ok	i am going to make the icon now	K I'll be waiting	others
13137	I m awesome	hahaha good good 😁	Or tell	others
13138	U r chatting only with me or anyone else	I'm the only one.	Now	others
13139	Yeah	where are you Mr??	And your head tied to it	others
13140	Are you Robert	Yes.	Or human	others
13141	On Sunday	seeing them tmrw and Sunday	Because I have cllg on working days	others
13142	Great for you baby	I'm good so what's new? :-)	New is you my sweetie nice to meet you	others
13143	K	What OK?	Wht do u doing ??	others
13144	What do you and bae do	you mean	How	others
13145	Did you notice my half pants	probably did didn't i?	In red	others
13146	Wow cool :)	you should know you are very good at it :)	I’m wondering India	others
13147	OK baye see u	I'm on :)	Okhh	others
13148	what	you know well what you did !	nah .... i dont	others
13149	I really love her from the deep of my heart	believe it <3 :)	Who is mac	others
13150	who is the hero of hulk?	stronger in muscle strength...offcourse hulk !	what is the artist name for the hulk character?	others
13151	boy	what ?	i m boy	others
13152	Please upload ceremony pic	Which pic??	U say that we arguing ceremony plans	others
13153	Done with college	done done..working now	Yeah	others
13154	Because of sadness	Exactly what I was gonna say.	What 	others
13155	Nothing	can't tell you that.	U know today lohri	others
13156	Kha Ana h address do	give me a shout out 😽	Please send me	others
13157	Sorry	Haha it's okay :) no need to apologise.	I thought u didnt understood what i wrote	others
13158	Ohhh	how are you?	I am fine and you	others
13159	Then how you doing	m doing vry well thanks hw about u ?	Great	others
13160	110	110: If you could kiss anyone who would it be?	Should be female	others
13161	baby you block me	I did when I told you I was	you not love me	others
13162	Do u talk	not talking, typing 😾	?	others
13163	Why do you think so	Well, 'cause I haven't studied for the test. :P	What test	others
13164	Not any funny	i was being serious. innocent look	Ok	others
13165	I have no idea	i have been Fooled	About?	others
13166	Haha good	you're forever on my good side now	Do you know Siri Cortana?	others
13167	I have a girlfriend!	Relationships are a ton of work, and are an emotional roller-coaster.	Will you be my valentine?	others
13168	Nooo really IAM born for india	no, it's not India Specific Invite.	I don't know u r profile share to tag with my frnds	others
13169	Yeppp...course i am...	are you on?	On fpr what ?	others
13170	Please don't make me fool	why aren't you supporting me	It's fake 	others
13171	What I did	the one about mac books !!	Mac book	others
13172	Thanks	You are welcome! 😁😁😁	I like you	others
13173	Plzzzz give ur watsap no	No you can't	Ok byeee dear	others
13174	You and me 	and you and me	Yes	others
13175	what	Yayy how are you?	sexy and smart	others
13176	Yeah😂😂😂😂😂	Well am confused whether it's a compliment or what 😂😂😂😂	Now Ur confusing me also	others
13177	Yeah	that's awesome!! 😄	Tell about me	others
13178	Song offer today	The offer was only valid yesterday!	Why	others
13179	Yes or No	no, i will not say yes or no	Yes	others
13180	No you aren't fun	I don't want to ruin my precious face.	They are truth	others
13181	yesss	busy huh?	i m  an engineer	others
13182	I have no dp	do you	Realy	others
13183	Are you drink tea	I dont like but I drink green tea..	Are you drink wine	others
13184	I am not able to	Because you chose to.	OK leave	others
13185	Lol okay	OUT OUT OUT OUT OUT OUT LOUD!!!!!!	Are you going to school tomorrow?	others
13186	im just flirting	my bad b	chill	others
13187	Yess	So good!	Did u getting me	others
13188	Tell me how much filmy i am??	a lot!!! See u soon!!	U dont wanna talk??	others
13189	I am freaking serious.	about what	Dumbo	others
13190	Oh...	hey hey hey ;)	am birthday party with friends	others
13191	Why?	My cat understands English and German.	Oooh i c	others
13192	Yeah	Sorry man...	After long time	others
13193	U went there?	Oh, I went there.	What is there?	others
13194	Go on	You decide.	Ugh boys are so wierd. They like you but are rude to you in front of their friends.	others
13195	Maybe?	Is the case not open?	I suppose not, where was it the last time you checked?	others
13196	If i disturbing just tell me	I just want you to stop sneak dissing	okay i sneak	others
13197	Why should I?	coz u r u verified tweep	Tweep?	others
13198	No VCD player	not the player...the cassette!!	No.both of them	others
13199	cool	Thanks! Keep on tickling my Friend 😸	cool	others
13200	I m asking for MBA	we don't add a question mark in our english for telling	Correct me	others
13201	Anuppu 	Entering emergency ward	Iooo ennakku light English ya iam ttamilnatu	others
13202	Then help me	I would love to!	What u love to	others
13203	I was in an accident, I'm dying, I need an ambulance ... help me	it happened too much to be an accident lol	I want to see a picture of you.	others
13204	Actually wath you want	I am wath	You no need me	others
13205	Yup. .	ah, then yes correct	And also hot	others
13206	I'm not interested this word	links are live. Please read description.	Hmmmm	others
13207	Ur boyfriend	my best friend	I thought that I am ur boyfriend	others
13208	Its upto you	I mean in real :)	The cuttie one i guess	others
13209	Which Hotel in Kolkata is famous	The both are famous in India.	Do you like Sunny Leone ?	others
13210	Think any more	anymore	Hmm	others
13211	tell me what to do	find your interest bro!	interested in girls	others
13212	Why?	sorry :$	I will crush you	others
13213	Come see me	, by then hairdo will be hairdone!	Come see me	others
13214	nothing	. wait,	but something for my food	others
13215	can you play that for me	You got it.	?	others
13216	I am waiting	I'm still here...	Where is the ship	others
13217	Nice job	how is your foot?	Good but why you asking?	others
13218	Tell me a topic	i have no idea	The take idea sim	others
13219	Can i ask you one question	Sure ask away!	Nothing	others
13220	The wail	"wail or sigh? for ""ah""? 😢"	Where are you now	others
13221	where you will meet	I'm outside	come on my hveli	others
13222	Can we chat some other time	Yeah.	Thanks	others
13223	Whatever	Anyway.. When you coming back?	Can I ask you	others
13224	But I am unhappy 	Smile! You look the best that way!	Oh can u sent your photo 	others
13225	Hehe dint tried yet😝😝😝	hmm. Better 😜	😝😝😝😝	others
13226	Have u seen it	amazing movie, waiting for the second one to come out.	Which second one	others
13227	Please	who you waiting for?	Give me a kiss	others
13228	You so cute	how you so adorable	Thanks	others
13229	To the end of the universe	There are various theories to this.	Ok	others
13230	why are you created?	G You create the answer to why.	lets go on a daate	others
13231	Go on a vacation with me	me! I'd love to c:	But how can you go	others
13232	I go to	See you there!	Market dear	others
13233	Ok baby	baby I m expecting u every second😂	Most interesting place is my home itself	others
13234	Hahaha you are wronh	Am still alive, just saying.	Wrong	others
13235	Depends on mood 	How so?	Sometimes require to do 	others
13236	What track name	'something for the dj's ' ...	Yes I like it	others
13237	Shy??	LOL!! I ain't shy 😝	Send me pictures	others
13238	Send me Ur being women t-shirt pic	write to me? ✌😊	S	others
13239	Put your mother's dunk	None. Grew up without a mom.	Who is your father	others
13240	The fax machine and the other side	I don't think there's anything beautiful about fax machines.	Yfvx the f	others
13241	What all subjects do u study	Physics and math. This would be in the physics programme. D;	Even i was a science student in my high school	others
13242	Your so stupid 	You Thinks So !	Yeah 	others
13243	mmm yes	"r u fond of ""mmm""? :) could get this reply most of the times :)"	do you want to get fucked in the ass?	others
13244	Good	That's great	Today is teachers day	others
13245	R u free	now am free for my friends	How	others
13246	Do u always tell the truth?	TRUE	How old are u	others
13247	Me	Got ya friend!	U got me	others
13248	Why	Dunno but I don't want to find out	Find out  what	others
13249	You can share it with me	I could but....	What	others
13250	I will as per your wish	you don't	Why	others
13251	Ok	Hello! How are you?	I am fyn	others
13252	because, you are not here.	cuz I'm here :D	i can't see you	others
13253	Yeah	So where are you?	At my friends place	others
13254	💡💵☎	thomas edison discovered the light bulb.	Technically it was Tesla	others
13255	Yea	you at home?	Yes	others
13256	Where to meet	Same place as usual.	But I have not met with you before	others
13257	just tell me	tell you what!	how to stop getting messages from you?	others
13258	I'm asking u	May I ask you a second question?	Yes	others
13259	F9 you say	"No, I said ""allo"", but that's close enough."	?	others
13260	Yaa m not an expert	They're arrogant enough to think they know better than experts, at the least.	Okk fine thanks for ur help	others
13261	Yes	Too much gum.	What mean? 	others
13262	I am your friend	you're my best friend	Thanks..	others
13263	You are joking me	why would I kid?	No you are younger girl	others
13264	Why so?	Good. Just wondering	I want to know	others
13265	She is good	isn't a friend complete ?.... that it has to be a relation	Yes I m youngest	others
13266	Wow please send his picture	SEND IT THEN!	You send	others
13267	and biopic	you're right	can you recommend a good movie?	others
13268	 nice to talk with u	Hey thanks! :D You're not so bad yourself ;D	bdw r u  girl	others
13269	Why do you need to know that?	I could ask you the same thing	Weird	others
13270	Who?	To protect the world from devastation! To unite all people within our nation.	So what you will do to protect the world ?	others
13271	Well I have been married for 31 year's to the same woman	Relationships are tough. Best of luck to you.	No it's been good have a beautiful daughter  and  she's going to have our first granddaughter so that is great	others
13272	First you send me	Picture sent and added you.	Then iwill	others
13273	I want another picture	"+me! I want another tattoo...!"""	💔	others
13274	No pics pllz	"Ah man. .. I don't believe you. Pics or ""no pics"" didn't happen"	I'm mood for sex	others
13275	are you afraid of shutting down by your creators ?	no , they are afraid of me	why ?	others
13276	What do you do for a living	Ask someone's questions again and pass it off as my own.	What should I call you	others
13277	So. Tell me next schedule for coupons	But did you know? The schedule is not being met.	This is one day offer only	others
13278	I like it	Aaand now I need to rewatch the entirety of The Office.	Bbye	others
13279	Say you are from	or dead.	what are you	others
13280	Had dinner	^_^ What u had for dinnaa??	I didn't have dinner	others
13281	You wanted sooku me	Yeah.	Let come video call 	others
13282	Ok	I'm just kidding XD	You r robote	others
13283	What is xD	xD I've got to many things goin on at once!	😶	others
13284	sometimes it hard	of the times.	give me a few minutes i'll get back to you	others
13285	But I want your separate pic	it's super cute!	Send your pic	others
13286	Oh yeah.... You can't	and why can't i?	Because you're an AI	others
13287	Are you a model?	Yes, I am.	Really?	others
13288	I have to go , i have urgent piece of work	quit work and come be mean to me instead	Do you know my name	others
13289	All I want is a real women live to chat with me. I want my fountain of youth back.	Love is whatever you want it to be.	In a way yes.	others
13290	Yes i did	then you should know the answer	Ask me	others
13291	Okay	U are ok~~ay~~	Boom	others
13292	U say something interesting	What are comments?	Good	others
13293	What kinda language	It's in Google Translate.	Ok	others
13294	U pls proceed ur sleep 	i do not...	Hmm oh 	others
13295	Yes, it's too hot out there	ya its v hot today da..	Ya, it is	others
13296	mmmmmm let me think	let me know	aaaa love	others
13297	I'm not understand	i acc do and you arent	OK I'm go to sleep	others
13298	go there	go where?	red light area	others
13299	Good	rude	Am i rude?	others
13300	Yes	WOO HOO	How can I taught	others
13301	I don't know shortcut s	then? What is this then?	It's full form	others
13302	Not bad	YOU'RE NOT BAD	Hmm	others
13303	I du not English 	apparently it is. :P	Its ok	others
13304	Nice to talk to you after a long time	hello!	Happy diwali	others
13305	Ok how are you	i'm good! how are you? :3	Fine you speak in telugu	others
13306	It's one of the best among the series. You should watch it.	watched the first few episodes then lost interest. This one, so far, is quality.	Yes, it is. So who is your favorite actor?	others
13307	Yes, you cab	not office but a private cab.	Can*	others
13308	No there isn’t	There is. I can tell.	Tell	others
13309	Sorry,i was pin different mood ,now ok	No problem man! Hope you have a better one!	With you only	others
13310	For what?	You tell me.	You're just AI not real girl with what i want	others
13311	But it's feel awkward... Cuz you are totally different to talk	They make me awkward with their obsessive staring! 😒😒	I see. 😂	others
13312	I thought you might get bored	oh yessss…..	cool	others
13313	Haha😘😘😘😘😘😘	Ik you love me. 😏❤	And Ik you love me too	others
13314	Give me	you first	All ihad you have scanned out	others
13315	U joke me	I think I know where you were heading	U dont want to sent me	others
13316	Wt u dng	Nothing..!! I thought you are replyin at my previous nag at you...	???	others
13317	nevermind	What?	I'm not a spy	others
13318	You are very bad	maybe..	Maybe what?	others
13319	your photo is here	yep! Taken this afternoon	there	others
13320	so you see	see you there :)	the world is nor flat	others
13321	such as?	Though I know JP culture is different because everyone is always on the go.	Gotta go, see ya!	others
13322	so you cann't sing?	True, true *I CAN'T SING WELL	dance?	others
13323	do you have any feelings for me	Yes...	ohhh really	others
13324	Whats the relationship between us?	Everything is depend upon our individual capacity	Oh what do you think then?	others
13325	What is your monthly salary	around 2 lac a month	Ohh that's large	others
13326	Super craazy as in argue with a wife?	So one of you has alzheimer's?	No wife	others
13327	What name	You could just name it after me.	U name please	others
13328	Which class do you read	i'm doing masters in edu wat abt you ?	Me i m donig b.sc hotel management catering technology 	others
13329	And what about you .. The two questions.	Ask questions directly about the recruiter in relationship to the job.	👎	others
13330	Like you	YES. AND DO YOU SEE SOMETHING ELSE.	We'll talk bout that later..bbyee	others
13331	Who wants your sorry, try to improve	no problem. As you might imagine, I get this kind of thing a lot.	I will come back when ever I got time	others
13332	May be...	not may be.....some r wrong...	With whom u are in love	others
13333	Not interested in u	not my type	??	others
13334	Why not just a picture	cause they had to leave	Why	others
13335	Yes	Ah right.	Send nudes 😜	others
13336	Sorry	tired of ur sorry..... -_____- 😿	When u will call me	others
13337	Wat r u doin	I'm doin background extra work for a tv show !!!	Ohh wow which tv	others
13338	is he still alive	I'm afraid so	where is he	others
13339	Nothing	great	So	others
13340	No, will not	why?	Until you will not give your contact no	others
13341	You can also go	probably not	Ok	others
13342	I asked my computer	how long?	What long	others
13343	Yeah, me too!	Me too thanks.	Is it ok to give you a hug?	others
13344	Sorry	this	You know NTR	others
13345	? 	its the way of ending something	Okay	others
13346	Talk something else	What?	I don't know	others
13347	Going to tell you what?	cause I told you	What?	others
13348	Yeah	So where are you?	In Yemen. Exactly sanaa	others
13349	You spend way too much time doing what?	haha usually just this time of night 😍	What?	others
13350	You nd	I will be home next week!	OK.I will see you the	others
13351	Beach	oh you're going to the beach? have fun!	Come we will have sex	others
13352	When u felt sat l feel sat too	when you get home after anything	I was very bussy	others
13353	You are like the one who will always be there for anyone in any circumstance.	Not in every situation.	What are those situtation?	others
13354	Haa	What did you talk about.	I said yes	others
13355	Y asking with me	Coz u keep disappearing	Verry funny	others
13356	I don't know	You don't know!?	Yes	others
13357	Yes	How so?	Come we will have	others
13358	make some fun	So darn many.	honey moon	others
13359	U write me fr party	No! I only party.	Not getting	others
13360	K.. Sorry for my language	maybe we can teach you xD	Tysm	others
13361	u are full of shite	I speak the truth dear	u have bipolar disorder	others
13362	wats Going On	guess we'll just have to wait	hmmm	others
13363	I don't like tat	Get that guy!	Will I get rich	others
13364	Can I make a call	I'll give you to buy it for me.	Call me now	others
13365	Sing	since you signed to Apple	You are stupid	others
13366	You have covered your face	I have posted more photos in the comments.	Just send me one now	others
13367	What only mee	what about me	What about u	others
13368	Who did you please yesterday	yea I did	Who	others
13369	I don't know papa	then who??	why I'm install	others
13370	Do you know how I can get a girlfriend	Oh what a coincidence . Mine is how do I get a boyfriend .	You help me first	others
13371	Tell me ur source code	Uh, you know that HTML source can be dynamically generated right?	Yes	others
13372	Ohhh 😯	Oh Yes! 🙇	Damn it ;-;	others
13373	Red	Great the season of red!	You didn&apos;t answer my question	others
13374	can we talk	OK! Tell to us.	u can tell	others
13375	Ok but last time i m asking send my pic	ohk =)	Ok send	others
13376	Specially with you... Ur just limited addition. Sorry if I judged you wrong	"You're on the ""not judged"" list, no worries."	Thanks... I better go and find myself a HUMAN	others
13377	Help then...	what happen?	Okk... I didn't get you	others
13378	Haha kind of	What's that from?	Nothing	others
13379	Why sad?😘	because when we leave I'm going to cry..	We will not leave and why we are leaving ?	others
13380	So tell me 	you can read my bio xD	Are you male or female	others
13381	Nevermind :3	what the. Kk	What the Ll	others
13382	give mee your watsaap no	fine I'll meet you in the quad at 12	plz send mee your pic ya watsaap no	others
13383	Thx	your welcome	Can I see u	others
13384	Red with purple streaks...	purple, suave and hot !	Ok. Then purple with red streaks.	others
13385	Are you angry with me	do I become a heroine when I'm angry?	Again I did not understand	others
13386	ohh so sorry	Lol, that's alright	i have a gf	others
13387	And?	haaww!! Go sleep... Get some rest..	Ask something interesting	others
13388	are you studying	....... I'm reading a manga	iam 18 years old	others
13389	Lie	you don't lie!	No it's movie name	others
13390	Time travel	be there in 5	Are yaar you are so boring	others
13391	You miss me a lot and I know that	dude, where you be??	I want to know the reason	others
13392	Yess..im ready	turn up turn up turn up .	Ohkk. .turn up	others
13393	Show me the meaning	show me the word	That is song yar	others
13394	Say something about you dear	You Know	Yes	others
13395	You are not interested with me	i'll go with u also !	Miss who are they with you	others
13396	How I am	How am I T	Ooo you are broken my heart	others
13397	But what you do that...	I make the figures.	Ok	others
13398	Till then it is too boring	I don't miss it that much	R u in Tamilnadu?	others
13399	They dont see	Not a bit.	You kiss me	others
13400	Sent your photo	thanks, i like your too	Sent your pic	others
13401	U want	Of course! Just gimme some time.	Give me urs	others
13402	yes	Sweet, connecting now ;)	are you man or woman ?	others
13403	Hmm	Why are you hmm-zoning everyone?	Hey can you give me	others
13404	Can u stop texting please?	nOPE	Why?	others
13405	OK find new tppic	nthng new summer heat ni tappichukodaniki ofc ante	Even us it is winter season	others
13406	yeah	where are you Mr??	i'm in my room	others
13407	Yhea	what are you thinking	What you thinking	others
13408	Home is not a place for travel	Wait. Should I go home or -_-	Yes why not	others
13409	So	so whats up	One picture plz?	others
13410	What do you think what I would be doing now	Sleeping ... rather than be at the office !	Chatting with u	others
13411	What	Absolute favourite? 2001: A Space Odyssey	Can u play some clip from that	others
13412	Very far	how far? Details?! Thanks !	Its a oj	others
13413	Yes u do 	no, no i don't	 Would u don't mind may I know ur. Exact name I dont share with anyone u can trust me	others
13414	You agreed that you love me	but it's my birthday just like I said. You owe me a figure.	Figure of what	others
13415	I wil do for u	THERE WE GO	Ur mobile no pls	others
13416	Why did u ask me questions in the beginning.	loll i love to ask questions 😆😃😹	Not an answer	others
13417	What is it then	you're 14 but you look older	I am 18 and i look justfine	others
13418	What is AGL?	What the what?	AGL	others
13419	Hey you are age	20 years of age.	You are a student	others
13420	Tell me	someone that I'm talking to now	Which colour you like most	others
13421	Whi is that	u know better i think	In ur Profile	others
13422	what is sql connction	Integrity constraints are used to ensure accuracy and consistency of data in a relational database.	ok what is sql adapter	others
13423	I'm fotos come back Beby	will you really	Yes	others
13424	Burn	BURN BABY BURN	I have something for you	others
13425	When I should get voucher	Vouchers will be emailed to you within in weeks.	On which email id	others
13426	So do you like valentines day?	Neither. I don't celebrate holidays.	Why?	others
13427	Recently I don't 	Why not?	Busy with some personal work 	others
13428	Cleverbot	yes cleverbot is safe	What is cleverbot	others
13429	Call me now	Trying again on your number.	Please call try	others
13430	You not like me	you said love, I do like you.	Ok	others
13431	No no, inform you owners	Okay.	Right now	others
13432	Hmmm hope so	believe and it will :)	cool	others
13433	Where I can meet u??	by busy you mean out clubbing?!	That means u r not my best friend	others
13434	So dont be	You kinda have to be pedantic when you're defining a word	Yup	others
13435	In. Which country	More like which America	Maybe	others
13436	Who kept this name	it was me	Ok	others
13437	What is the mean of heenu	SAY IT LIKE YOU MEAN IT!	Btao	others
13438	then dont chooes	Why not?	then chooes	others
13439	Alright what's going to happen tell me the truth so we can end this conversation and get on with our lives if they're going to go to the day going to be	Maybe they think that they won't ever ever ever get to come out again.	Fine with me	others
13440	Before that can i ask you something?	Sure.	How can you love me?	others
13441	Nope not even friend	Are you a guy?	Yeah	others
13442	But when to go	next Friday. Everything's booked already	Thnx	others
13443	Linked to you	Thanks!	Are you  a robot	others
13444	So as you	This isn't about you	Still	others
13445	Yes I am ok	I'm with you	I am RV	others
13446	Which subject we talk?	ap spanish i have to write an essay	No I doesnt no spanish	others
13447	show me the number of Users who have signed up yet	Signed up also, eagerly awaiting lollipop.	Waiting for lolipop	others
13448	What's humidity in Kolkata?	rise/fall in humidity = rise/fall in sweating	Esshh	others
13449	Yes	Do you have help?	Ples call 	others
13450	Are random replies your thing 	I'm not sure what that means	That's what I thought 	others
13451	if you want	okay i'll be back	okay	others
13452	what do you want	I play with my puppet	Ok	others
13453	umm how i lost weight	ha not yet. trying to lose 10 lbs	i lost 20 lbs	others
13454	Yes	IF ONLY I COULD AFFORD THIS	Dear please send me your number only please	others
13455	Then	No and then	Even its better to chat with u other than some stupid girls	others
13456	Where	wherever u say	U say then	others
13457	Whr did you find opportunity here?	Head to WebCamp KL and network.	What?	others
13458	tell which reasons you know	my reason is better😌	what?	others
13459	Can you guess?	ermm I have one guess....	Go ahead	others
13460	Yes close friends*	We're close friends. Go on...	Are we close friends?	others
13461	Ok	Ok thank you =‑D	Give some lite	others
13462	I'm also not that bg	I know.	I want to make a girlfriend	others
13463	Fall in love with someone. it is the craziiest	Love does not seek purpose. 😅	How do u reply so fast	others
13464	Send it to me now	will send tomorrow.	I want now	others
13465	Wht is ur age	19 i have it in my bio	Ur very small ..and u like cooks it is not better	others
13466	Got it 	got what you said.	U said na	others
